id,artist,title,year
14695351,The Rolling Stones,Tattoo You = 刺青の男,1989
7681644,The Rolling Stones,Игра С Огнем = Play With Fire,1988
8781398,The Rolling Stones,Tattoo You = 刺青の男,1989
6577194,The Rolling Stones,Emotional Rescue = エモーショナル・レスキュー,1986
8619526,The Rolling Stones,Sucking In The Seventies = サッキング・イン・ザ・’７０ｓ,1989
16634700,The Rolling Stones,Все Вместе = All Together,1990
14215890,The Rolling Stones,Lady Jane = Леди Джейн,1988
5366496,The Rolling Stones,Black And Blue = ブラック・アンド・ブルー,1986
8217165,The Rolling Stones,It's Only Rock 'N Roll = イッツ・オンリー・ロックン・ロール,1986
3054387,The Rolling Stones,Flashpoint = フラッシュポイント,1998
8217355,The Rolling Stones,Tattoo You = 刺青の男,1986
9889733,The Rolling Stones,Tattoo You = 刺青の男,1992
4339439,The Rolling Stones,Goats Head Soup = 山羊の頭のスープ,1994
13438208,The Rolling Stones,It's Only Rock 'N Roll = イッツ・オンリー・ロックン・ロール,0
16051539,The Rolling Stones,"Paint It, Black = 黒くぬれ",1980
6449847,The Rolling Stones,Игра С Огнем = Play With Fire,1990
16549005,The Rolling Stones,Voodoo Lounge = ヴードゥー・ラウンジ,2020
14786024,George Benson,20/20 = トゥエニイ・トゥエニイ,2015
6088915,George Benson,Giblet Gravy = ジブレット・グレイヴィ,1984
8453238,George Benson,Big Boss Band Featuring The Count Base Orchestra = ビッグ・ボズ・バンド・フィーチャリング・ザ・カウント・ベイシー・オーケストラ,1990
2815600,George Benson,The Other Side Of Abbey Road = アビイ・ロード,1979
302280,George Benson,The Love Songs,1985
5839700,George Benson,In Your Eyes,1983
6134428,George Benson,In Your Eyes,1983
1355322,George Benson,The Love Songs,1986
438852,George Benson,Twice The Love,1988
2404986,George Benson,In Concert - Carnegie Hall,1976
5651892,George Benson,Livin' Inside Your Love,1979
11316361,George Benson,Absolute Benson,2000
8469190,George Benson,Love Ballad ,1979
10985251,George Benson,Give Me The Night,1980
1852848,George Benson,Livin' Inside Your Love,1979
4302587,George Benson,Give Me The Night,1980
2767370,George Benson,Shiver,1986
4114839,George Benson,Livin' Inside Your Love,1979
12338326,George Benson,Bad Benson,1974
10742685,George Benson,Bad Benson,0
15050508,George Benson,Bad Benson,1974
8906368,George Benson,Love Ballad / Unchained Melody,1979
7055814,George Benson,Take Five,1979
18204457,George Benson,Bad Benson,1990
5142252,George Benson,Standing Together,0
9454368,George Benson,Standing Together,1998
