id,artist,title,year
13550854,Huey Lewis & The News,I Want A New Drug,1983
9190222,Huey Lewis & The News,Heart And Soul,1983
7323413,Huey Lewis & The News,Huey Lewis And The News,0
13441098,Huey Lewis & The News,Bad Is Bad,1985
10194421,Huey Lewis & The News,Perfect World,1988
12247008,Huey Lewis & The News,The Collection,2008
9038751,Huey Lewis & The News,The Heart Of Rock 'N' Roll,1985
5261533,Huey Lewis & The News,If This Is It,1984
1267878,Huey Lewis & The News,The Heart Of Rock & Roll,1984
4382437,Huey Lewis & The News,Perfect World,1988
458267,Huey Lewis & The News,Small World,1988
15347627,Huey Lewis & The News,Sports,0
7881974,Huey Lewis & The News,Hip To Be Square,1986
4478801,Huey Lewis & The News,Four Chords & Several Years Ago,1994
17057730,Huey Lewis & The News,Greatest Hits,2006
2658576,Huey Lewis & The News,The Greatest,1998
15719379,Huey Lewis & The News,Picture This,1984
13637196,Huey Lewis & The News,Sports,1983
10943273,Huey Lewis & The News,Sports,1983
3939401,Huey Lewis & The News,I Want A New Drug = Yo Quiero Una Nueva Droga,1984
12411239,Huey Lewis & The News,I Want A New Drug = Quiero Nuevo Estimulo,1984
5774750,Huey Lewis & The News,Sports,1984
15307090,Huey Lewis & The News,Sports,1984
14639464,Huey Lewis & The News,Fore!,1987
16722240,Huey Lewis & The News,Fore!,1986
16183625,Huey Lewis & The News,Fore!,0
13555148,Huey Lewis & The News,Sports,1984
573964,Huey Lewis & The News,I Want A New Drug,1983
1044458,Huey Lewis & The News,Sports,1983
413713,Huey Lewis & The News,I Want A New Drug,1983
1104517,Huey Lewis & The News,Fore!,1986
4514368,Huey Lewis & The News,Stuck With You,1986
1803425,Huey Lewis & The News,Picture This,1982
2352182,Huey Lewis & The News,Sports Side Two,1984
15475017,Huey Lewis & The News,Stuck With You,1986
6707779,Huey Lewis & The News,Sports,1987
3542942,Huey Lewis & The News,Fore!,1986
5828420,Huey Lewis & The News,Picture This,1982
8759864,Huey Lewis & The News,Picture This,0
3134010,Huey Lewis & The News,Sports,1983
6484087,Huey Lewis & The News,Huey Lewis And The News ,1980
2790670,Huey Lewis & The News,Small World,1988
12216563,Huey Lewis & The News,Greatest Hits,0
5287828,Huey Lewis & The News,Walking On A Thin Line,1984
9373764,Huey Lewis & The News,Small World,1988
7595124,Huey Lewis & The News,Couple Days Off,1991
4430374,Huey Lewis & The News,Tattoo (Giving It All Up For Love),1982
8480406,Huey Lewis & The News,The Heart Of Rock & Roll,2010
4654388,Huey Lewis & The News,World To Me,1988
9190241,Huey Lewis & The News,Power Of Love,1985
8772850,Huey Lewis & The News,Picture This,1982
7614898,Huey Lewis & The News,(She's) Some Kind Of Wonderful,1994
11149600,Huey Lewis & The News,The Originals,1995
2564820,Huey Lewis & The News,The Heart Of Rock 'N' Roll,1986
15445218,Huey Lewis & The News,Greatest Hits,2013
11269795,Huey Lewis & The News,Couple Days Off,1991
6229546,Huey Lewis & The News,Simple As That,1987
9027945,Huey Lewis & The News,Time Flies... The Best Of Huey Lewis & The News,1996
5810744,Huey Lewis & The News,Small World,1988
13748501,Huey Lewis & The News,Four Chords & Several Years Ago,1994
16253666,HUEY LEWIS & The News,Four Chords & Several Years Ago,1994
5551989,Huey Lewis & The News,Small World,1991
14486149,Huey Lewis & The News,Fore!,1986
3981522,Huey Lewis & The News,Mundo Perfecto = Perfect World,1988
2974838,Huey Lewis & The News,Simple As That,1987
9190302,Huey Lewis & The News,Workin' For A Livin',1982
13985273,Huey Lewis & The News,Fore & More,1987
7862892,Huey Lewis & The News,Small World,1988
13472904,Huey Lewis & The News,The Heart Of Rock & Roll = El Corazón Del Rock,1984
8550020,Huey Lewis & The News,Fore!,1986
12071237,Huey Lewis & The News,Huey Lewis And The News,0
12033984,Huey Lewis & The News,Heart And Soul = Corazon Y Alma,1983
14017254,Huey Lewis & The News,Small World,0
13862825,Huey Lewis & The News,Hip To Be Square,1986
